Name,Hardiness,Climate Zones,Plant Type,Plant Family,Exposure,Season of Interest,Height,Spread,Water Needs,Soil Type,Soil pH,Soil Drainage,Characteristics,Tolerance,Garden Uses,Garden Styles,Min-Height(feet),Max-Height(feet),Min-Height(cm),Max-Height(cm),Min-Spread(feet),Max-Spread(feet),Min-Spread(cm),Max-Spread(cm),Hardiness(Min),Hardiness(Max)
cornus alba creme de mint tatarian dogwood,"3
– 7",90,shrubs,42,"full sun, partial sun",1,"4'
– 6'
(120cm
– 180cm)","4'
– 6'
(120cm
– 180cm)",average,1,,"moist but well-drained, well-drained",10,"deer, rabbit, dry soil, wet soil",banks and slopesbeds and bordershedges and screens,informal and cottagetraditional garden,2,2,2,2,4,6,120,180.0,6,1
cornus alba ivory halo tatarian dogwood,"3
– 7",90,shrubs,42,"full sun, partial sun",1,"4'
– 6'
(120cm
– 180cm)","4'
– 6'
(120cm
– 180cm)",average,1,,"moist but well-drained, poorly drained, well-drained",8,"deer, rabbit, rocky soil, wet soil",banks and slopesbeds and bordershedges and screens,city and courtyardinformal and cottageprairie and meadow,2,2,2,2,4,6,120,180.0,6,1
cornus capitata evergreen dogwood,"8
– 9",92,"shrubs, trees",42,"full sun, partial sun",2,"20'
– 40'
(6m
– 12m)","20'
– 40'
(6m
– 12m)",average,1,,"moist but well-drained, well-drained",2,deer,beds and borders,coastal gardeninformal and cottageprairie and meadow,4,17,4,18,20,40,600,1200.0,3,0
cornus controversa variegata wedding cake tree,"6
– 9",93,"shrubs, trees",42,"full sun, partial sun",1,"35'
– 40'
(10.5m
– 12m)","35'
– 40'
(10.5m
– 12m)",average,1,,"moist but well-drained, well-drained",16,deer,beds and borderssmall gardens,informal and cottageprairie and meadowtraditional garden,15,17,21,18,35,40,1050,1200.0,0,0
cornus kousa miss satomi kousa dogwood,"5
– 8",94,shrubs,42,"full sun, partial sun",2,"12'
– 15'
(3.6m
– 4.5m)","12'
– 15'
(3.6m
– 4.5m)",average,1,,"moist but well-drained, well-drained",16,deer,beds and borderspatio and containers,informal and cottageprairie and meadowtraditional garden,6,8,7,8,12,15,360,450.0,2,5
cornus kousa summer gold dogwood,"4
– 9",94,"shrubs, trees",42,"full sun, partial sun",1,"7'
– 8'
(210cm
– 240cm)","3'
– 4'
(90cm
– 120cm)",average,4,,"moist but well-drained, well-drained",8,deer,beds and bordershedges and screenspatio and containerssmall gardens,city and courtyardinformal and cottage,9,13,10,13,3,4,90,120.0,1,0
cornus kousa kousa dogwood,"5
– 8",94,"shrubs, trees",42,"full sun, partial sun",2,"15'
– 30'
(4.5m
– 9m)","15'
– 30'
(4.5m
– 9m)",average,1,,"moist but well-drained, well-drained",16,deer,beds and borders,informal and cottageprairie and meadowtraditional garden,8,7,9,7,15,30,450,900.0,2,5
cornus mas cornelian cherry,"5
– 8",95,"shrubs, trees",42,"full sun, partial sun",8,"15'
– 25'
(4.5m
– 7.5m)","12'
– 20'
(3.6m
– 6m)",average,6,,"moist but well-drained, well-drained",9,"clay soil, deer",beds and bordershedges and screens,informal and cottagetraditional garden,8,4,9,4,12,20,360,600.0,2,5
cornus sanguinea annys winter orange bloodtwig dogwood,"4
– 7",96,shrubs,42,"full sun, partial sun",2,"3'
– 4'
(90cm
– 120cm)","3'
– 4'
(90cm
– 120cm)",average,4,,"moist but well-drained, well-drained",9,deer,beds and bordershedges and screens,city and courtyardcoastal gardeninformal and cottageprairie and meadowtraditional garden,0,15,0,15,3,4,90,120.0,1,1
cornus sanguinea magic flame bloodtwig dogwood,"4
– 8",97,shrubs,42,"full sun, partial sun",2,"5'
– 6'
(150cm
– 180cm)","5'
– 6'
(150cm
– 180cm)",average,4,,"moist but well-drained, well-drained",9,deer,beds and bordershedges and screens,coastal gardeninformal and cottageprairie and meadowtraditional garden,11,2,12,2,5,6,150,180.0,1,5
cornus sanguinea midwinter fire bloodtwig dogwood,"4
– 7",96,shrubs,42,"full sun, partial sun",2,"5'
– 6'
(150cm
– 180cm)","5'
– 6'
(150cm
– 180cm)",average,4,,"moist but well-drained, well-drained",9,deer,beds and bordershedges and screens,city and courtyardcoastal gardeninformal and cottageprairie and meadowtraditional garden,11,2,12,2,5,6,150,180.0,1,1
cornus sericea cardinal redtwig dogwood,"3
– 8",98,shrubs,42,"full sun, partial sun",2,"6'
– 9'
(180cm
– 270cm)","8'
– 12'
(240cm
– 3.6m)","average, high",4,,"moist but well-drained, moisture retentive",8,"clay soil, deer, wet soil",beds and bordersponds and streamsrain gardens,informal and cottageprairie and meadowtraditional garden,10,11,11,11,8,12,240,360.0,6,5
cornus sericea flaviramea goldentwig dogwood,"3
– 8",98,shrubs,42,"full sun, partial sun",2,"5'
– 8'
(150cm
– 240cm)","5'
– 8'
(150cm
– 240cm)","average, high",4,,"moist but well-drained, moisture retentive",9,"clay soil, deer, wet soil",beds and bordersponds and streamsrain gardens,informal and cottageprairie and meadowtraditional garden,11,13,12,13,5,8,150,240.0,6,5
cornus sericea hedgerows gold redtwig dogwood,"3
– 8",98,shrubs,42,"full sun, partial sun",2,"10'
– 12'
(3m
– 3.6m)","10'
– 12'
(3m
– 3.6m)","average, high",4,,"moist but well-drained, well-drained",9,"clay soil, deer, wet soil",beds and bordersponds and streamsrain gardens,informal and cottageprairie and meadowtraditional garden,5,5,5,5,10,12,300,360.0,6,5
cornus sericea kelseyi redtwig dogwood,"3
– 8",98,shrubs,42,"full sun, partial sun",2,"2'
– 3'
(60cm
– 90cm)","2'
– 3'
(60cm
– 90cm)",average,10,,"moist but well-drained, well-drained",8,"clay soil, deer, wet soil",banks and slopesbeds and bordersground coversponds and streamsrain gardenssmall gardens,city and courtyardinformal and cottagetraditional garden,1,1,1,1,2,3,60,90.0,6,5
cornus sericea red osier dogwood,"3
– 8",90,shrubs,42,"full sun, partial sun, shade",2,"6'
– 9'
(180cm
– 270cm)","8'
– 12'
(240cm
– 3.6m)","average, high",4,,"moist but well-drained, moisture retentive",7,"clay soil, deer, wet soil",banks and slopesbeds and bordershedges and screensponds and streamsrain gardens,city and courtyardinformal and cottageprairie and meadowtraditional garden,10,11,11,11,8,12,240,360.0,6,5
cornus sericea subsp. occidentalis sunshine dogwood,"3
– 8",98,shrubs,42,"full sun, partial sun",2,"6'
– 10'
(180cm
– 3m)","6'
– 10'
(180cm
– 3m)","average, high",5,,"moist but well-drained, moisture retentive",8,"clay soil, deer, wet soil",beds and bordersponds and streamsrain gardens,informal and cottageprairie and meadowtraditional garden,10,12,11,12,6,10,180,300.0,6,5
cotinus grace smokebush,"5
– 9",75,shrubs,43,"full sun, partial sun",2,"12'
– 15'
(3.6m
– 4.5m)","12'
– 15'
(3.6m
– 4.5m)",average,4,,"moist but well-drained, well-drained",34,"clay soil, deer, drought",beds and bordershedges and screens,informal and cottageprairie and meadow,6,8,7,8,12,15,360,450.0,2,0
cotinus coggygria golden spirit smokebush,"4
– 9",75,shrubs,43,"full sun, partial sun",2,"8'
(240cm)","6'
(180cm)",average,4,,"moist but well-drained, well-drained",35,"clay soil, deer, drought",beds and bordershedges and screens,informal and cottageprairie and meadow,12,-1,13,-1,6,,180,,1,0
cotinus coggygria royal purple smokebush,"4
– 9",99,shrubs,43,"full sun, partial sun",2,"10'
– 15'
(3m
– 4.5m)","15'
– 20'
(4.5m
– 6m)",average,4,,"moist but well-drained, well-drained",35,"clay soil, deer, drought",beds and bordershedges and screens,informal and cottageprairie and meadow,5,8,5,8,15,20,450,600.0,1,0
cotinus coggygria velvet cloak smokebush,"5
– 9",75,shrubs,43,"full sun, partial sun",2,"10'
– 15'
(3m
– 4.5m)","15'
– 20'
(4.5m
– 6m)",average,4,,"moist but well-drained, well-drained",34,"clay soil, deer, drought",beds and bordershedges and screens,informal and cottageprairie and meadow,5,8,5,8,15,20,450,600.0,2,0
cotinus coggygria young lady smokebush,"4
– 8",75,shrubs,43,"full sun, partial sun",2,"4'
– 6'
(120cm
– 180cm)","4'
– 6'
(120cm
– 180cm)",average,4,,"moist but well-drained, well-drained",36,"clay soil, deer, drought",beds and bordershedges and screenspatio and containerssmall gardens,informal and cottage,2,2,2,2,4,6,120,180.0,1,5
cotinus coggygria smokebush,"5
– 7",75,"shrubs, trees",43,"full sun, partial sun",2,"10'
– 15'
(3m
– 4.5m)","10'
– 15'
(3m
– 4.5m)",average,4,,"moist but well-drained, well-drained",37,"clay soil, deer, drought",beds and bordershedges and screens,informal and cottageprairie and meadow,5,8,5,8,10,15,300,450.0,2,1
cotoneaster apiculatus cranberry cotoneaster,"4
– 7",100,shrubs,44,full sun,1,"2'
– 3'
(60cm
– 90cm)","3'
– 6'
(90cm
– 180cm)",average,4,,"moist but well-drained, well-drained",10,"rabbit, salt",banks and slopesground covershedges and screens,coastal gardeninformal and cottageprairie and meadow,1,1,1,1,3,6,90,180.0,1,1
cotoneaster dammeri bearberry cotoneaster,"5
– 8",75,shrubs,44,"full sun, partial sun",2,"9""
– 1'
(22cm
– 30cm)","4'
– 6'
(120cm
– 180cm)","low, average",4,,well-drained,15,drought,banks and slopesedgingground covers,gravel and rock gardeninformal and cottage,14,6,22,6,4,6,120,180.0,2,5
cotoneaster horizontalis rock cotoneaster,"5
– 7",101,shrubs,44,"full sun, partial sun",1,"2'
– 3'
(60cm
– 90cm)","6'
– 8'
(180cm
– 240cm)","low, average",4,,well-drained,10,"drought, rabbit",banks and slopesground covershedges and screens,informal and cottage,1,1,1,1,6,8,180,240.0,2,1
cuphea david verity large firecracker plant,"8
– 10",102,shrubs,45,full sun,1,"1'
– 3'
(30cm
– 90cm)","1'
– 3'
(30cm
– 90cm)",average,0,,well-drained,1,drought,beds and borderspatio and containerswall-side borders,city and courtyardinformal and cottagetraditional garden,3,1,3,1,1,3,30,90.0,3,3
cuphea starfire pink cigar plant,"8
– 10",102,shrubs,45,"full sun, partial sun",2,"2'
– 3'
(60cm
– 90cm)","2'
– 3'
(60cm
– 90cm)",low,0,,well-drained,1,"deer, drought",beds and borderspatio and containerswall-side borders,city and courtyardinformal and cottage,1,1,1,1,2,3,60,90.0,3,3
cupressus macrocarpa wilma monterey cypress,"7
– 11",103,"conifers, shrubs, trees",46,"full sun, partial sun",2,"10'
– 12'
(3m
– 3.6m)","3'
 – 4'
(90cm
– 120cm)","low, average",4,,well-drained,6,salt,beds and bordershedges and screenspatio and containerssmall gardens,coastal gardenmediterranean garden,5,5,5,5,3,4,90,120.0,8,4
dasylirion acrotrichum green desert spoon,"8
– 10",104,"cactus - succulents, shrubs",47,full sun,2,"5'
– 6'
(150cm
– 180cm)","5'
– 6'
(150cm
– 180cm)",low,2,,well-drained,1,"deer, drought, rabbit, dry soil, rocky soil",beds and borders,gravel and rock gardenmediterranean garden,11,2,12,2,5,6,150,180.0,3,3
deutzia gracilis nikko slender deutzia,"5
– 8",105,shrubs,48,"full sun, partial sun",1,"1'
– 2'
(30cm
– 60cm)","2'
– 5'
(60cm
– 150cm)",average,4,,"moist but well-drained, poorly drained",9,"clay soil, deer, salt, wet soil",banks and slopesbeds and bordersedgingground coverspatio and containerssmall gardens,city and courtyardcoastal gardengravel and rock gardeninformal and cottagetraditional garden,3,3,3,3,2,5,60,150.0,2,5
deutzia x hybrida magicien lemoine,"5
– 8",106,shrubs,48,"full sun, partial sun",1,"4'
– 6'
(120cm
– 180cm)","4'
– 6'
(120cm
– 180cm)",average,10,,moist but well-drained,9,deer,banks and slopesbeds and bordershedges and screens,informal and cottagetraditional garden,2,2,2,2,4,6,120,180.0,2,5
erica carnea december red winter heath,"5
– 7",107,shrubs,49,full sun,10,"6""
– 1'
(15cm
– 30cm)","1'
– 2'
(30cm
– 60cm)",average,1,,"moist but well-drained, well-drained",1,deer,banks and slopesbeds and bordersedgingground coverspatio and containers,coastal gardengravel and rock gardeninformal and cottage,10,6,15,6,1,2,30,60.0,2,1
erica carnea golden starlet winter heath,"5
– 8",108,shrubs,49,full sun,2,"4""
– 6""
(10cm
– 15cm)","1'
– 2'
 (30cm
– 60cm)",average,1,,"moist but well-drained, well-drained",3,deer,banks and slopesbeds and bordersedgingground coverspatio and containers,coastal gardengravel and rock gardeninformal and cottage,2,2,16,16,1,2,30,60.0,2,5
erica carnea ice princess winter heath,"5
– 8",108,shrubs,49,full sun,2,"4""
– 6""
(10cm
– 15cm)","1'
– 2'
(30cm
– 60cm)",average,1,,"moist but well-drained, well-drained",3,deer,banks and slopesbeds and bordersedgingground coverspatio and containers,coastal gardengravel and rock gardeninformal and cottage,2,2,16,16,1,2,30,60.0,2,5
erica carnea march seedling winter heath,"5
– 7",108,shrubs,49,full sun,2,"4""
– 6""
(10cm
– 15cm)","1'
– 2'
(30cm
– 60cm)",average,1,,"moist but well-drained, well-drained",3,deer,banks and slopesbeds and bordersground coverspatio and containers,coastal gardengravel and rock gardeninformal and cottage,2,2,16,16,1,2,30,60.0,2,1
erica carnea myretoun ruby winter heath,"5
– 7",107,shrubs,49,full sun,2,"6""
– 1'
(15cm
– 30cm)","1'
– 2'
(30cm
– 60cm)",average,1,,"moist but well-drained, well-drained",3,deer,banks and slopesbeds and bordersground coverspatio and containers,coastal gardengravel and rock gardeninformal and cottage,10,6,15,6,1,2,30,60.0,2,1
erica carnea springwood pink winter heath,"5
– 7",108,shrubs,49,full sun,8,"4""
– 6""
(10cm
– 15cm)","1'
– 2'
(30cm
– 60cm)",average,1,,"moist but well-drained, well-drained",1,deer,banks and slopesbeds and bordersedgingground coverspatio and containers,coastal gardengravel and rock gardeninformal and cottage,2,2,16,16,1,2,30,60.0,2,1
erica carnea springwood white winter heath,"5
– 8",107,shrubs,49,full sun,2,"7""
– 8""
(17cm
– 20cm)","1'
– 2'
(30cm
– 60cm)",average,1,,"moist but well-drained, well-drained",3,deer,banks and slopesbeds and bordersedgingground coverspatio and containers,coastal gardengravel and rock gardeninformal and cottage,9,13,18,19,1,2,30,60.0,2,5
erica cinerea c.d. eason bell heather,"6
– 8",109,shrubs,49,full sun,1,"9""
– 10""
(22cm
– 25cm)","1'
– 2'
(30cm
– 60cm)",average,1,,"moist but well-drained, well-drained",38,"deer, drought",banks and slopesbeds and bordersground coverspatio and containers,coastal gardengravel and rock gardeninformal and cottage,14,12,22,21,1,2,30,60.0,0,5
erica cinerea pink ice bell heather,"6
– 8",109,shrubs,49,full sun,3,"5""
– 6""
(12cm
– 15cm)","1'
– 2'
(30cm
– 60cm)",average,1,,"moist but well-drained,  well-drained",3,"deer, drought",banks and slopesbeds and bordersground coverspatio and containers,coastal gardengravel and rock gardeninformal and cottage,11,2,23,16,1,2,30,60.0,0,5
erica cinerea velvet night bell heather,"6
– 8",109,shrubs,49,full sun,1,"9""
– 10""
(22cm
– 25cm)","1'
– 2'
(30cm
– 60cm)",average,1,,"moist but well-drained, well-drained",38,"deer, drought",banks and slopesbeds and bordersground coverspatio and containers,coastal gardengravel and rock gardeninformal and cottage,14,12,22,21,1,2,30,60.0,0,5
erica x darleyensis alba winter heath,"6
– 8",110,shrubs,49,full sun,2,"1'
– 2'
(30cm
– 60cm)","2'
– 3'
(60cm
– 90cm)",average,1,,"moist but well-drained, well-drained",1,deer,banks and slopesbeds and bordersground coverspatio and containers,coastal gardengravel and rock gardeninformal and cottage,3,3,3,3,2,3,60,90.0,0,5
erica x darleyensis arthur johnson winter heath,"5
– 7",111,shrubs,49,full sun,4,"1'
– 2'
(30cm
– 60cm)","2'
– 3'
(60cm
– 90cm)",average,1,,"moist but well-drained, well-drained",29,deer,banks and slopesbeds and bordersground coverspatio and containers,coastal gardengravel and rock gardeninformal and cottage,3,3,3,3,2,3,60,90.0,2,1
erica x darleyensis darley dale winter heath,"6
– 8",111,shrubs,49,full sun,4,"1'
– 2'
(30cm
– 60cm)","2'
– 3'
(60cm
– 90cm)",average,1,,"moist but well-drained, well-drained",1,deer,banks and slopesbeds and bordersground coverspatio and containers,coastal gardengravel and rock gardeninformal and cottage,3,3,3,3,2,3,60,90.0,0,5
erica x darleyensis furzey winter heath,"6
– 8",112,shrubs,49,full sun,2,"1'
– 2'
(30cm
– 60cm)","1'
– 2'
(30cm
– 60cm)",average,1,,"moist but well-drained, well-drained",3,deer,banks and slopesbeds and bordersground coverspatio and containers,coastal gardengravel and rock gardeninformal and cottage,3,3,3,3,1,2,30,60.0,0,5
erica x darleyensis ghost hills winter heath,"6
– 8",113,shrubs,49,full sun,2,"1'
– 2'
(30cm
– 60cm)","2'
– 3'
(60cm
– 90cm)",average,1,,"moist but well-drained, well-drained",3,deer,banks and slopesbeds and bordersground coverspatio and containers,coastal gardengravel and rock gardeninformal and cottage,3,3,3,3,2,3,60,90.0,0,5
erica x darleyensis kramers rote winter heath,"6
– 8",111,shrubs,49,full sun,4,"1'
– 2'
(30cm
– 60cm)","1'
– 2'
(30cm
– 60cm)",average,1,,"moist but well-drained, well-drained",3,deer,banks and slopesbeds and bordersground coverspatio and containers,coastal gardengravel and rock gardeninformal and cottage,3,3,3,3,1,2,30,60.0,0,5
erica x darleyensis margaret porter winter heath,"6
– 8",110,shrubs,49,full sun,8,"6""
– 8""
(15cm
– 20cm)","1'
– 2'
(30cm
– 60cm)",average,1,,"moist but well-drained, well-drained",1,deer,banks and slopesbeds and bordersground coverspatio and containers,coastal gardengravel and rock gardeninformal and cottage,10,13,15,19,1,2,30,60.0,0,5
erica x darleyensis white perfection winter heath,"6
– 8",110,shrubs,49,full sun,4,"1'
– 2'
(30cm
– 60cm)","2'
– 3'
(60cm
– 90cm)",average,1,,"moist but well-drained, well-drained",25,deer,banks and slopesbeds and bordersground coverspatio and containers,coastal gardengravel and rock gardeninformal and cottage,3,3,3,3,2,3,60,90.0,0,5
eriogonum arborescens santa cruz island buckwheat,"7
– 10",114,shrubs,50,full sun,2,"2'
– 4'
(60cm
– 120cm)","2'
– 4'
(60cm
– 120cm)",low,4,,well-drained,39,"deer, drought",banks and slopesbeds and borders,gravel and rock gardeninformal and cottagemediterranean garden,1,15,1,15,2,4,60,120.0,8,3
eriogonum fasciculatum california buckwheat,"7
– 11",115,shrubs,50,full sun,1,"1'
– 6'
(30cm
– 180cm)","3'
– 8'
(90cm
– 240cm)",low,0,,well-drained,1,"deer, drought, dry soil",banks and slopesbeds and borders,gravel and rock gardeninformal and cottagemediterranean garden,3,2,3,2,3,8,90,240.0,8,4
eriogonum giganteum st. catherines lace,"9
– 11",114,shrubs,50,full sun,2,"4'
– 8'
(120cm
– 240cm)","6'
– 8'
(180cm
– 240cm)",low,4,,well-drained,39,"deer, drought",banks and slopesbeds and borders,gravel and rock gardeninformal and cottagemediterranean garden,2,13,2,13,6,8,180,240.0,5,4
