,Name,Hardiness,Climate Zones,Plant Type,Plant Family,Exposure,Season of Interest,Height,Spread,Water Needs,Soil Type,Soil pH,Soil Drainage,Characteristics,Tolerance,Garden Uses,Garden Styles
431,Clerodendrum trichotomum (Harlequin Glorybower),"7
– 10","15, 16, 17, 20, 21, 22, 23, 24","Shrubs, Trees",Clerodendrum,"Full Sun, Partial Sun","Summer (Mid,Late)","10'
– 20'
(3m
– 6m)","10'
– 20'
(3m
– 6m)",Average,"Chalk, Clay, Loam, Sand","Acid, Alkaline, Neutral",Moist but Well-Drained,"Fragrant, Showy, Fruit & Berries",,,Informal and Cottage
432,Clethra acuminata (Cinnamon Clethra),"6
– 7",,Shrubs,Clethra,"Full Sun, Partial Sun, Shade",Spring (Late),"8'
– 20'
(240cm
– 6m)","4'
– 6'
(120cm
– 180cm)",Average,"Clay, Loam, Sand",Acid,Moist but Well-Drained,"Fragrant, Showy",Deer,Beds and Borders,"Informal and Cottage,Prairie and Meadow"
433,Clethra alnifolia 'Caleb' VANILLA SPICE' (Summersweet),"4
– 8","1A, 1B, 2A, 2B, 3A, 3B, 4, 5, 6, A2, A3",Shrubs,Clethra,"Full Sun, Partial Sun, Shade","Summer (Mid,Late)","3'
– 6'
(90cm
– 180cm)","3'
– 6'
(90cm
– 180cm)",Average,"Clay, Loam, Sand",Acid,Moist but Well-Drained,"Fragrant, Showy","Clay Soil, Deer, Salt, Wet Soil","Beds and Borders,Ponds and Streams,Rain Gardens","Coastal Garden,Informal and Cottage,Prairie and Meadow,Traditional Garden"
434,Clethra alnifolia 'Hummingbird' (Summersweet),"3
– 9","1, 1A, 1B, 2, 2A, 2B, 3, 3A, 3B, 4, 5, 6, A2, A3",Shrubs,Clethra,"Full Sun, Partial Sun, Shade","Summer (Mid,Late)","2'
– 4'
(60cm
– 120cm)","3'
– 5'
(90cm
– 150cm)",Average,"Clay, Loam, Sand",Acid,Moist but Well-Drained,"Fragrant, Plant of Merit, Showy","Clay Soil, Deer, Salt, Wet Soil","Beds and Borders,Ponds and Streams,Rain Gardens","Coastal Garden,Informal and Cottage,Prairie and Meadow,Traditional Garden"
435,Clethra alnifolia 'Ruby Spice' (Summersweet),"3
– 9","1, 2, 3, 4, 5, 6, A2, A3",Shrubs,Clethra,"Full Sun, Partial Sun, Shade","Summer (Mid,Late)","4'
– 6'
(120cm
– 180cm)","3'
– 5'
(90cm
– 150cm)",Average,"Clay, Loam, Sand",Acid,Moist but Well-Drained,"Fragrant, Plant of Merit, Showy","Clay Soil, Deer, Salt, Wet Soil","Beds and Borders,Ponds and Streams,Rain Gardens","Coastal Garden,Informal and Cottage,Prairie and Meadow,Traditional Garden"
436,Clethra alnifolia (Summersweet),"3
– 9","1, 1A, 1B, 2, 2A, 2B, 3, 3A, 3B, 4, 5, 6, A2, A3",Shrubs,Clethra,"Full Sun, Partial Sun, Shade","Summer (Mid,Late)","3'
– 8'
(90cm
– 240cm)","4'
– 6'
(120cm
– 180cm)",Average,"Clay, Loam, Sand",Acid,Moist but Well-Drained,"Fragrant, Showy","Clay Soil, Deer, Salt, Wet Soil","Beds and Borders,Ponds and Streams,Rain Gardens","Coastal Garden,Informal and Cottage,Prairie and Meadow,Traditional Garden"
437,Clethra barbinervis (Japanese Clethra),"5
– 8","5, 6, 7, 8, 9, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24","Shrubs, Trees",Clethra,"Full Sun, Partial Sun, Shade","Spring (Early,Mid,Late)","10'
– 20'
(3m
– 6m)","10'
– 15'
(3m
– 4.5m)",Average,"Clay, Loam, Sand",Acid,Moist but Well-Drained,"Fragrant, Plant of Merit, Showy",,"Beds and Borders,Ponds and Streams",Informal and Cottage
438,Coccoloba diversifolia (Pigeon Plum),"9
– 11",,"Shrubs, Trees",,"Full Sun, Partial Sun","Spring (Early,Mid,Late)","20'
– 40'
(6m
 – 12m)","10'
– 20'
(3m
– 6m)","Low, Average","Clay, Loam, Sand","Acid, Alkaline, Neutral",Moist but Well-Drained,"Showy, Evergreen, Fruit & Berries","Drought, Dry Soil, Salt",,Coastal Garden
439,Coccoloba uvifera (Seagrape),"9
– 11",,"Shrubs, Trees",,"Full Sun, Partial Sun","Spring (Early,Mid,Late)","10'
– 50'
(3m
– 15m)","3'
– 30'
(90cm
– 9m)",Low,"Clay, Loam, Sand","Acid, Alkaline, Neutral",Well-Drained,"Showy, Evergreen, Fruit & Berries","Drought, Dry Soil, Salt",,Coastal Garden
440,Coleonema 'Sunset Gold' (Breath of Heaven),"8
– 11","7, 8, 9, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24",Shrubs,,Full Sun,"Spring (Early,Mid,Late)","2'
– 4'
(60cm
– 120cm)","4'
– 6'
(120cm
– 180cm)",Average,"Loam, Sand","Acid, Neutral",Well-Drained,"Showy, Evergreen","Deer, Drought","Banks and Slopes,Beds and Borders,Ground Covers,Patio and Containers","City and Courtyard,Coastal Garden,Gravel and Rock Garden,Informal and Cottage"
441,Comptonia peregrina (Sweet Fern),"2
– 6",,Shrubs,,"Full Sun, Partial Sun","Spring (Mid,Late)","2'
– 5'
(60cm
– 150cm)","4'
– 8'
(120cm
– 240cm)",Average,"Loam, Sand","Acid, Neutral","Moist but Well-Drained, Well-Drained","Fragrant, Showy","Drought, Dry Soil, Salt","Banks and Slopes,Ground Covers","Coastal Garden,Informal and Cottage"
442,Condea emoryi (Desert Lavender),"8
– 10","8, 9, 10, 11, 12, 13, 14, 18, 19, 20, 21, 22, 23, 24",Shrubs,,Full Sun,"Spring (Early,Mid,Late)","6'
– 10'
(180cm
– 3m)","6'
– 10'
(180cm
– 3m)",Low,"Loam, Sand","Acid, Alkaline, Neutral",Well-Drained,"Fragrant, Showy, Evergreen","Deer, Drought","Beds and Borders,Hedges and Screens","Gravel and Rock Garden,Informal and Cottage,Mediterranean Garden"
443,Conocarpus erectus (Buttonwood),"9
– 11",,"Shrubs, Trees",,Full Sun,"Spring (Early,Mid,Late)","20'
– 40'
(6m
– 12m)","20'
– 40'
(6m
– 12m)",Low,"Clay, Loam, Sand","Acid, Alkaline, Neutral","Moist but Well-Drained, Moisture Retentive, Poorly Drained, Well-Drained","Showy, Evergreen, Fruit & Berries","Drought, Dry Soil, Salt, Wet Soil",Hedges and Screens,Coastal Garden
444,Conradina canescens (Wild Rosemary),"8
– 9",,Shrubs,,Full Sun,"Spring (Early,Mid,Late)","2'
– 5'
(60cm
– 150cm)","2'
– 4'
(60cm
– 120cm)",Low,Sand,Neutral,Well-Drained,"Fragrant, Evergreen","Drought, Dry Soil, Salt","Beds and Borders,Ground Covers",Coastal Garden
445,Cordyline 'Pink Passion' (Cabbage Tree),"8
– 12","5, 6, 7, 8, 9, 10, 11, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, H1, H2","Shrubs, Trees",Cordyline,"Full Sun, Partial Sun","Spring (Early,Mid,Late)","2'
– 4'
(60cm
– 120cm)","2'
– 4'
(60cm
– 120cm)","Low, Average","Chalk, Clay, Loam, Sand","Acid, Alkaline, Neutral","Moist but Well-Drained, Well-Drained","Fragrant, Showy, Evergreen","Deer, Drought, Salt","Beds and Borders,Patio and Containers","City and Courtyard,Coastal Garden,Informal and Cottage,Mediterranean Garden"
446,Cordyline fruticosa (Tiplant),"10
– 12","21, 22, 23, 24, H1, H2","Shrubs, Trees",Cordyline,"Full Sun, Partial Sun","Spring (Early,Mid,Late)","9'
– 15'
(270cm
– 4.5m)","3'
– 8'
(90cm
– 240cm)",Average,"Chalk, Clay, Loam, Sand","Acid, Alkaline, Neutral",Moist but Well-Drained,"Showy, Evergreen",,"Beds and Borders,Patio and Containers",Mediterranean Garden
447,Cornus alba 'Argenteo-marginata' (Tatarian Dogwood),"3
– 7","1A, 1B, 2A, 2B, 3A, 3B, 4, 5, 6, 7, 8, 9, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, A2, A3",Shrubs,Cornus - Dogwoods,"Full Sun, Partial Sun",Spring (Late),"4'
– 10'
(120cm
– 3m)","5'
– 8'
(150cm
– 240cm)",Average,"Clay, Loam, Sand","Acid, Neutral","Moist but Well-Drained, Well-Drained","Plant of Merit, Showy, Fruit & Berries","Deer, Rabbit, Dry Soil, Wet Soil","Banks and Slopes,Beds and Borders,Hedges and Screens","City and Courtyard,Informal and Cottage,Prairie and Meadow,Traditional Garden"
448,Cornus alba 'Aurea' (Tatarian Dogwood),"3
– 7","1A, 1B, 2A, 2B, 3A, 3B, 4, 5, 6, 7, 8, 9, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, A2, A3",Shrubs,Cornus - Dogwoods,"Full Sun, Partial Sun",Spring (Late),"5'
– 8'
(150cm
– 240cm)","5'
– 8'
(150cm
– 240cm)",Average,"Clay, Loam, Sand","Acid, Neutral","Moist but Well-Drained, Well-Drained","Plant of Merit, Showy, Fruit & Berries","Deer, Rabbit, Dry Soil, Wet Soil","Banks and Slopes,Beds and Borders,Hedges and Screens","Informal and Cottage,Prairie and Meadow,Traditional Garden"
449,Cornus alba 'Kesselringii' (Tatarian Dogwood),"2
– 7","1A, 1B, 2A, 2B, 3A, 3B, 4, 5, 6, 7, 8, 9, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, A2, A3",Shrubs,Cornus - Dogwoods,"Full Sun, Partial Sun","Spring (Early,Mid,Late)","4'
– 6'
(120cm
– 180cm)","3'
– 6'
(90cm
– 180cm)",Average,"Chalk, Clay, Loam, Sand","Acid, Alkaline, Neutral","Moist but Well-Drained, Well-Drained","Plant of Merit, Showy","Deer, Rabbit, Dry Soil, Wet Soil","Banks and Slopes,Beds and Borders,Hedges and Screens","City and Courtyard,Coastal Garden,Informal and Cottage,Prairie and Meadow,Traditional Garden"
450,Cornus alba 'Sibirica' (Tatarian Dogwood),"3
– 7","1A, 1B, 2A, 2B, 3A, 3B, 4, 5, 6, 7, 8, 9, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, A2, A3",Shrubs,Cornus - Dogwoods,"Full Sun, Partial Sun",Spring (Late),"4'
– 7'
(120cm
– 210cm)","3'
– 5'
(90cm
– 150cm)",Average,"Chalk, Clay, Loam, Sand","Acid, Alkaline, Neutral","Moist but Well-Drained, Well-Drained","Plant of Merit, Showy, Fruit & Berries","Deer, Rabbit, Dry Soil, Wet Soil","Banks and Slopes,Beds and Borders,Hedges and Screens","City and Courtyard,Informal and Cottage,Prairie and Meadow,Traditional Garden"
451,Cornus alba (Tatarian Dogwood),"2
– 7","1A, 1B, 2A, 2B, 3A, 3B, 4, 5, 6, 7, 8, 9, 14,  15, 16, 17, 18, 19, 20, 21, 22, 23, 24, A2, A3",Shrubs,Cornus - Dogwoods,"Full Sun, Partial Sun",Spring (Late),"8'
– 10'
(240cm
– 3m)","8'
– 10'
(240cm
– 3m)",Average,"Chalk, Clay, Loam, Sand","Acid, Alkaline, Neutral","Moist but Well-Drained, Well-Drained",Showy,"Deer, Rabbit, Dry Soil, Wet Soil","Banks and Slopes,Beds and Borders,Hedges and Screens","City and Courtyard,Informal and Cottage,Prairie and Meadow,Traditional Garden"
452,Cornus alba Baton Rouge (Tatarian Dogwood),"3
– 7","1A, 1B, 2A, 2B, 3A, 3B, 4, 5, 6, 7, 8, 9, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, A2, A3",Shrubs,Cornus - Dogwoods,"Full Sun, Partial Sun",Spring (Late),"4'
– 5'
(120cm
– 150cm)","4'
– 5'
(120cm
– 150cm)",Average,"Clay, Loam, Sand","Acid, Neutral","Moist but Well-Drained, Well-Drained","Showy, Fruit & Berries","Deer, Rabbit, Dry Soil, Wet Soil","Banks and Slopes,Beds and Borders,Hedges and Screens","Informal and Cottage,Traditional Garden"
453,Cornus alba Creme de Mint (Tatarian Dogwood),"3
– 7","1A, 1B, 2A, 2B, 3A, 3B, 4, 5, 6, 7, 8, 9, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, A2, A3",Shrubs,Cornus - Dogwoods,"Full Sun, Partial Sun",Spring (Late),"4'
– 6'
(120cm
– 180cm)","4'
– 6'
(120cm
– 180cm)",Average,"Clay, Loam, Sand","Acid, Neutral","Moist but Well-Drained, Well-Drained","Showy, Fruit & Berries","Deer, Rabbit, Dry Soil, Wet Soil","Banks and Slopes,Beds and Borders,Hedges and Screens","Informal and Cottage,Traditional Garden"
454,Cornus alba Ivory Halo (Tatarian Dogwood),"3
– 7","1A, 1B, 2A, 2B, 3A, 3B, 4, 5, 6, 7, 8, 9, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, A2, A3",Shrubs,Cornus - Dogwoods,"Full Sun, Partial Sun",Spring (Late),"4'
– 6'
(120cm
– 180cm)","4'
– 6'
(120cm
– 180cm)",Average,"Clay, Loam, Sand","Acid, Neutral","Moist but Well-Drained, Poorly Drained, Well-Drained",Showy,"Deer, Rabbit, Rocky Soil, Wet Soil","Banks and Slopes,Beds and Borders,Hedges and Screens","City and Courtyard,Informal and Cottage,Prairie and Meadow"
455,Cornus alternifolia (Pagoda Dogwood),"4
– 8",,"Shrubs, Trees",Cornus - Dogwoods,"Full Sun, Partial Sun",Spring (Late),"15'
– 25'
(4.5m
– 7.5m)","20'
– 30'
(6m
– 9m)",Average,"Clay, Loam, Sand","Acid, Neutral","Moist but Well-Drained, Well-Drained","Fragrant, Showy, Fruit & Berries",Deer,"Beds and Borders,Rain Gardens","Informal and Cottage,Traditional Garden"
456,Cornus amomum (Silky Dogwood),"5
– 8",,Shrubs,Cornus - Dogwoods,"Full Sun, Partial Sun, Shade","Spring (Early,Mid,Late)","6'
– 12'
(180cm
– 3.6m)","6'
– 12'
(180cm
– 3.6m)",Average,"Chalk, Clay, Loam, Sand","Acid, Alkaline, Neutral","Moist but Well-Drained, Well-Drained","Showy, Fruit & Berries","Deer, Wet Soil","Banks and Slopes,Beds and Borders,Ponds and Streams,Rain Gardens","Informal and Cottage,Prairie and Meadow"
457,Cornus capitata (Evergreen Dogwood),"8
– 9","8, 9, 14, 15, 16, 17, 18, 19, 20","Shrubs, Trees",Cornus - Dogwoods,"Full Sun, Partial Sun","Spring (Early,Mid,Late)","20'
– 40'
(6m
– 12m)","20'
– 40'
(6m
– 12m)",Average,"Clay, Loam, Sand","Acid, Neutral","Moist but Well-Drained, Well-Drained","Showy, Evergreen, Fruit & Berries",Deer,Beds and Borders,"Coastal Garden,Informal and Cottage,Prairie and Meadow"
458,Cornus controversa 'Variegata' (Wedding Cake Tree),"6
– 9","4, 5, 6, 7, 8, 9, 14, 18, 19","Shrubs, Trees",Cornus - Dogwoods,"Full Sun, Partial Sun",Spring (Late),"35'
– 40'
(10.5m
– 12m)","35'
– 40'
(10.5m
– 12m)",Average,"Clay, Loam, Sand","Acid, Neutral","Moist but Well-Drained, Well-Drained","Plant of Merit, Showy, Fruit & Berries",Deer,"Beds and Borders,Small Gardens","Informal and Cottage,Prairie and Meadow,Traditional Garden"
459,Cornus drummondii (Roughleaf Dogwood),"5
– 8",,"Shrubs, Trees",Cornus - Dogwoods,"Full Sun, Partial Sun","Spring (Mid,Late)","6'
– 15'
(180cm
– 4.5m)","6'
– 15'
(180cm
– 4.5m)","Average, High","Clay, Loam, Sand","Acid, Neutral","Moist but Well-Drained, Moisture Retentive","Showy, Fruit & Berries",Deer,"Bog Gardens,Hedges and Screens,Ponds and Streams","Informal and Cottage,Prairie and Meadow"
460,Cornus florida 'Cherokee Chief' (Flowering Dogwood),"5
– 9","2B, 3, 3A, 3B, 4, 5, 6, 7, 8, 9, 14, 15, 16","Shrubs, Trees",Cornus - Dogwoods,"Full Sun, Partial Sun","Spring (Early,Mid,Late)","20'
– 25'
(6m
– 7.5m)","12'
– 18'
(3.6m
– 5.4m)",Average,"Clay, Loam, Sand","Acid, Neutral","Moist but Well-Drained, Well-Drained","Showy, Fruit & Berries","Clay Soil, Deer",,"City and Courtyard,Informal and Cottage,Prairie and Meadow,Traditional Garden"
461,Cornus florida 'Cherokee Sunset' (Flowering Dogwood),"5
– 9","2B, 3, 3A, 3B, 4, 5, 6, 7, 8, 9, 14, 15, 16","Shrubs, Trees",Cornus - Dogwoods,"Full Sun, Partial Sun","Spring (Early,Mid,Late)","20'
– 25'
(6m
– 7.5m)","20'
– 25'
(6m
– 7.5m)",Average,"Clay, Loam, Sand","Acid, Neutral","Moist but Well-Drained, Well-Drained","Showy, Fruit & Berries","Clay Soil, Deer",,"Informal and Cottage,Prairie and Meadow,Traditional Garden"
462,Cornus florida (Flowering Dogwood),"5
– 9","2B, 3, 3A, 3B, 4, 5, 6, 7, 8, 9, 14, 15, 16","Shrubs, Trees",Cornus - Dogwoods,"Full Sun, Partial Sun","Spring (Early,Mid,Late)","15'
– 30'
(4.5m
– 9m)","15'
– 30'
(4.5m
– 9m)",Average,"Clay, Loam, Sand","Acid, Neutral","Moist but Well-Drained, Well-Drained","Showy, Fruit & Berries","Clay Soil, Deer",,"Informal and Cottage,Prairie and Meadow,Traditional Garden"
463,Cornus florida Cherokee Brave (Flowering Dogwood),"5
– 9","2B, 3, 3A, 3B, 4, 5, 6, 7, 8, 9, 14, 15, 16","Shrubs, Trees",Cornus - Dogwoods,"Full Sun, Partial Sun","Spring (Early,Mid,Late)","15'
– 30'
(4.5m
– 9m)","25'
– 35'
(7.5m
– 10.5m)",Average,"Clay, Loam, Sand","Acid, Neutral","Moist but Well-Drained, Well-Drained","Showy, Fruit & Berries","Clay Soil, Deer",,"Informal and Cottage,Prairie and Meadow,Traditional Garden"
464,Cornus foemina (Swamp Dogwood),"6
– 10",,"Shrubs, Trees",Cornus - Dogwoods,"Full Sun, Partial Sun, Shade","Spring (Mid,Late)","10'
– 25'
(3m
– 7.5m)","10'
– 15'
(3m
– 4.5m)","Average, High","Loam, Sand","Acid, Alkaline, Neutral","Moist but Well-Drained, Moisture Retentive, Poorly Drained","Showy, Fruit & Berries",Wet Soil,"Patio and Containers,Ponds and Streams",Informal and Cottage
465,Cornus kousa 'Miss Satomi' (Kousa Dogwood),"5
– 8","2, 2A, 2B, 3, 3A, 3B, 4, 5, 6, 7, 8, 9, 14, 15, 16, 17",Shrubs,Cornus - Dogwoods,"Full Sun, Partial Sun","Spring (Early,Mid,Late)","12'
– 15'
(3.6m
– 4.5m)","12'
– 15'
(3.6m
– 4.5m)",Average,"Clay, Loam, Sand","Acid, Alkaline, Neutral","Moist but Well-Drained, Well-Drained","Plant of Merit, Showy, Fruit & Berries",Deer,"Beds and Borders,Patio and Containers","Informal and Cottage,Prairie and Meadow,Traditional Garden"
466,Cornus kousa 'Summer Gold' (Dogwood),"4
– 9","2, 2A, 2B, 3, 3A, 3B, 4, 5, 6, 7, 8, 9, 14, 15, 16, 17","Shrubs, Trees",Cornus - Dogwoods,"Full Sun, Partial Sun",Spring (Late),"7'
– 8'
(210cm
– 240cm)","3'
– 4'
(90cm
– 120cm)",Average,"Chalk, Clay, Loam, Sand","Acid, Alkaline, Neutral","Moist but Well-Drained, Well-Drained",Showy,Deer,"Beds and Borders,Hedges and Screens,Patio and Containers,Small Gardens","City and Courtyard,Informal and Cottage"
467,Cornus kousa (Kousa Dogwood),"5
– 8","2, 2A, 2B, 3, 3A, 3B, 4, 5, 6, 7, 8, 9, 14, 15, 16, 17","Shrubs, Trees",Cornus - Dogwoods,"Full Sun, Partial Sun","Spring (Early,Mid,Late)","15'
– 30'
(4.5m
– 9m)","15'
– 30'
(4.5m
– 9m)",Average,"Clay, Loam, Sand","Acid, Alkaline, Neutral","Moist but Well-Drained, Well-Drained","Plant of Merit, Showy, Fruit & Berries",Deer,Beds and Borders,"Informal and Cottage,Prairie and Meadow,Traditional Garden"
468,Cornus kousa var. chinensis 'China Girl' (Chinese Dogwood),"5
– 8","2, 2A, 2B, 3, 3A, 3B, 4, 5, 6, 7, 8, 9, 14, 15, 16, 17","Shrubs, Trees",Cornus - Dogwoods,"Full Sun, Partial Sun","Spring (Early,Mid,Late)","15'
– 25'
(4.5m
– 7.5m)","12'
– 15'
(3.6m
– 4.5m)",Average,"Chalk,  Loam, Sand","Acid, Neutral","Moist but Well-Drained, Well-Drained","Plant of Merit, Showy, Fruit & Berries",Deer,,"Informal and Cottage,Prairie and Meadow"
469,Cornus kousa var. chinensis (Chinese Dogwood),"5
– 8","2, 2A, 2B, 3, 3A, 3B, 4, 5, 6, 7, 8, 9, 14, 15, 16, 17","Shrubs, Trees",Cornus - Dogwoods,"Full Sun, Partial Sun","Spring (Early,Mid,Late)","15'
– 30'
(4.5m
– 9m)","15'
– 30'
(4.5m
– 9m)",Average,"Chalk, Clay, Loam, Sand","Acid, Alkaline, Neutral","Moist but Well-Drained, Well-Drained","Showy, Fruit & Berries",Deer,,"Informal and Cottage,Prairie and Meadow"
470,Cornus mas (Cornelian Cherry),"5
– 8","1, 2, 3, 4, 5, 6","Shrubs, Trees",Cornus - Dogwoods,"Full Sun, Partial Sun",Spring (Early),"15'
– 25'
(4.5m
– 7.5m)","12'
– 20'
(3.6m
– 6m)",Average,"Chalk,  Clay, Loam, Sand","Acid, Alkaline, Neutral","Moist but Well-Drained, Well-Drained","Plant of Merit, Showy","Clay Soil, Deer","Beds and Borders,Hedges and Screens","Informal and Cottage,Traditional Garden"
471,Cornus racemosa (Gray Dogwood),"4
– 8",,Shrubs,Cornus - Dogwoods,"Full Sun, Partial Sun, Shade",Spring (Late),"10'
– 15'
(3m
– 4.5m)","10'
– 15'
(3m
– 4.5m)","Low, Average","Clay, Loam, Sand","Acid, Alkaline, Neutral","Moist but Well-Drained, Well-Drained","Showy, Fruit & Berries","Deer, Dry Soil, Wet Soil","Banks and Slopes,Beds and Borders,Hedges and Screens,Ponds and Streams,Rain Gardens","Informal and Cottage,Prairie and Meadow"
472,Cornus sanguinea 'Anny's Winter Orange' (Bloodtwig Dogwood),"4
– 7","1, 1A, 1B, 2, 2A, 2B, 3, 3A, 3B, 4, 5, 6, 7",Shrubs,Cornus - Dogwoods,"Full Sun, Partial Sun","Spring (Early,Mid,Late)","3'
– 4'
(90cm
– 120cm)","3'
– 4'
(90cm
– 120cm)",Average,"Chalk, Clay, Loam, Sand","Acid, Alkaline, Neutral","Moist but Well-Drained, Well-Drained","Plant of Merit, Showy",Deer,"Beds and Borders,Hedges and Screens","City and Courtyard,Coastal Garden,Informal and Cottage,Prairie and Meadow,Traditional Garden"
473,Cornus sanguinea 'Magic Flame' (Bloodtwig Dogwood),"4
– 8","4, 5, 6, 7",Shrubs,Cornus - Dogwoods,"Full Sun, Partial Sun","Spring (Early,Mid,Late)","5'
– 6'
(150cm
– 180cm)","5'
– 6'
(150cm
– 180cm)",Average,"Chalk, Clay, Loam, Sand","Acid, Alkaline, Neutral","Moist but Well-Drained, Well-Drained","Plant of Merit, Showy",Deer,"Beds and Borders,Hedges and Screens","Coastal Garden,Informal and Cottage,Prairie and Meadow,Traditional Garden"
474,Cornus sanguinea 'Midwinter Fire' (Bloodtwig Dogwood),"4
– 7","1, 1A, 1B, 2, 2A, 2B, 3, 3A, 3B, 4, 5, 6, 7",Shrubs,Cornus - Dogwoods,"Full Sun, Partial Sun","Spring (Early,Mid,Late)","5'
– 6'
(150cm
– 180cm)","5'
– 6'
(150cm
– 180cm)",Average,"Chalk, Clay, Loam, Sand","Acid, Alkaline, Neutral","Moist but Well-Drained, Well-Drained","Plant of Merit, Showy",Deer,"Beds and Borders,Hedges and Screens","City and Courtyard,Coastal Garden,Informal and Cottage,Prairie and Meadow,Traditional Garden"
475,Cornus sericea 'Cardinal' (Redtwig Dogwood),"3
– 8","1A, 1B, 2A, 2B, 3A, 3B, 4, 5, 6, 7, 8, 9, 14, 15, 16, 17, 18, 19, 20, 21, A1, A2, A3",Shrubs,Cornus - Dogwoods,"Full Sun, Partial Sun","Spring (Early,Mid,Late)","6'
– 9'
(180cm
– 270cm)","8'
– 12'
(240cm
– 3.6m)","Average, High","Chalk, Clay, Loam, Sand","Acid, Alkaline, Neutral","Moist but Well-Drained, Moisture Retentive",Showy,"Clay Soil, Deer, Wet Soil","Beds and Borders,Ponds and Streams,Rain Gardens","Informal and Cottage,Prairie and Meadow,Traditional Garden"
476,Cornus sericea 'Flaviramea' (Golden-Twig Dogwood),"3
– 8","1A, 1B, 2A, 2B, 3A, 3B, 4, 5, 6, 7, 8, 9, 14, 15, 16, 17, 18, 19, 20, 21, A1, A2, A3",Shrubs,Cornus - Dogwoods,"Full Sun, Partial Sun","Spring (Early,Mid,Late)","5'
– 8'
(150cm
– 240cm)","5'
– 8'
(150cm
– 240cm)","Average, High","Chalk, Clay, Loam, Sand","Acid, Alkaline, Neutral","Moist but Well-Drained, Moisture Retentive","Plant of Merit, Showy","Clay Soil, Deer, Wet Soil","Beds and Borders,Ponds and Streams,Rain Gardens","Informal and Cottage,Prairie and Meadow,Traditional Garden"
477,Cornus sericea 'Hedgerows Gold' (RedTwig Dogwood),"3
– 8","1A, 1B, 2A, 2B, 3A, 3B, 4, 5, 6, 7, 8, 9, 14, 15, 16, 17, 18, 19, 20, 21, A1, A2, A3",Shrubs,Cornus - Dogwoods,"Full Sun, Partial Sun","Spring (Early,Mid,Late)","10'
– 12'
(3m
– 3.6m)","10'
– 12'
(3m
– 3.6m)","Average, High","Chalk, Clay, Loam, Sand","Acid, Alkaline, Neutral","Moist but Well-Drained, Well-Drained","Plant of Merit, Showy","Clay Soil, Deer, Wet Soil","Beds and Borders,Ponds and Streams,Rain Gardens","Informal and Cottage,Prairie and Meadow,Traditional Garden"
478,Cornus sericea 'Kelseyi' (Redtwig Dogwood),"3
– 8","1A, 1B, 2A, 2B, 3A, 3B, 4, 5, 6, 7, 8, 9, 14, 15, 16, 17, 18, 19, 20, 21, A1, A2, A3",Shrubs,Cornus - Dogwoods,"Full Sun, Partial Sun","Spring (Early,Mid,Late)","2'
– 3'
(60cm
– 90cm)","2'
– 3'
(60cm
– 90cm)",Average,"Chalk, Clay,  Loam, Sand","Acid, Alkaline, Neutral","Moist but Well-Drained, Well-Drained",Showy,"Clay Soil, Deer, Wet Soil","Banks and Slopes,Beds and Borders,Ground Covers,Ponds and Streams,Rain Gardens,Small Gardens","City and Courtyard,Informal and Cottage,Traditional Garden"
