Unnamed: 0,Name,Hardiness,Climate Zones,Plant Type,Plant Family,Exposure,Season of Interest,Height,Spread,Water Needs,Soil Type,Soil pH,Soil Drainage,Characteristics,Tolerance,Garden Uses,Garden Styles,Min-Height(feet),Max-Height(feet),Min-Height(cm),Max-Height(cm),Min-Spread(feet),Max-Spread(feet),Min-Spread(cm),Max-Spread(cm),Hardiness(Min),Hardiness(Max)
396,chimonanthus praecox grandiflorus wintersweet,"7
– 9","4, 5, 6, 7, 8, 9, 14, 15, 16, 17, 18, 19, 20, 21",shrubs,chimonanthus - wintersweets,full sun,spring (early),"10'
– 15'
(3m
– 4.5m)","8'
– 12'
(240cm
– 3.6m)",average,"chalk, clay, loam, sand",,"moist but well-drained, well-drained","cut flowers, fragrant, plant of merit, showy",drought,beds and borderswall-side borders,city and courtyardinformal and cottagetraditional garden,10,15,300,450,8,12,240,360,7,9
397,chimonanthus praecox luteus wintersweet,"7
– 9","4, 5, 6, 7, 8, 9, 14, 15, 16, 17, 18, 19, 20, 21",shrubs,chimonanthus - wintersweets,full sun,spring (early),"9'
– 10'
(270cm
– 3m)","7'
– 8'
(210cm
– 240cm)",average,"chalk, clay, loam, sand",,"moist but well-drained, well-drained","cut flowers, fragrant, plant of merit, showy",drought,beds and borderswall-side borders,city and courtyardinformal and cottagetraditional garden,9,10,270,300,7,8,210,240,7,9
398,chimonanthus praecox wintersweet,"7
– 9","4, 5, 6, 7, 8, 9, 14, 15, 16, 17, 18, 19, 20, 21",shrubs,"calycanthus - sweetshrubs, chimonanthus - wintersweets",full sun,spring (early),"10'
– 15'
(3m
– 4.5m)","8'
– 12'
(240cm
– 3.6m)",average,"chalk, clay, loam, sand",,"moist but well-drained, well-drained","cut flowers, fragrant, showy",drought,beds and borderswall-side borders,city and courtyardinformal and cottagetraditional garden,10,15,300,450,8,12,240,360,7,9
401,choisya ternata lich sundance mexican orange blossom,"7
– 10","6, 7, 8, 9, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24",shrubs,choisya - mexican oranges,"full sun, partial sun","spring (early,mid,late)","4'
– 8'
(120cm
– 240cm)","4'
– 8'
(120cm
– 240cm)",average,"chalk, clay, loam, sand",,well-drained,"fragrant, plant of merit, showy, evergreen","drought, rabbit",hedges and screenspatio and containerswall-side borders,city and courtyardmediterranean garden,4,8,120,240,4,8,120,240,7,10
402,choisya ternata mexican orange blossom,"8
– 10","6, 7, 8, 9, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24",shrubs,choisya - mexican oranges,full sun,spring (late),"4'
– 8'
(120cm
– 240cm)","4'
– 8'
(120cm
– 240cm)",average,"chalk, clay, loam, sand",,well-drained,"fragrant, plant of merit, showy, evergreen","drought, rabbit",hedges and screenspatio and containerswall-side borders,city and courtyardmediterranean garden,4,8,120,240,4,8,120,240,8,10
408,cistus  hybridus little miss sunshine rockrose,"8
– 11","4, 5, 6, 7, 8, 9, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24",shrubs,cistus - rock roses,full sun,"summer (early,mid,late)","1'
(30cm)","1'
(30cm)",low,"chalk, clay, loam, sand",,well-drained,"showy, evergreen","deer, drought, dry soil, salt",banks and slopesbeds and bordersground covers,city and courtyardcoastal gardengravel and rock gardeninformal and cottagemediterranean garden,1,nan,30,,1,nan,30,,8,11
409,cistus  skanbergii dwarf pink rockrose,"9
– 11","4, 5, 6, 7, 8, 9, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24",shrubs,cistus - rock roses,full sun,spring (late),"2'
– 4'
(60cm
– 120cm)","4'
– 5'
(120cm
– 150cm)",low,"chalk, clay, loam, sand",,well-drained,"showy, evergreen","deer, drought, dry soil, salt",banks and slopesbeds and bordersground coverspatio and containers,city and courtyardcoastal gardengravel and rock gardeninformal and cottagemediterranean garden,2,4,60,120,4,5,120,150,9,11
410,cistus creticus cretan rockrose,"9
– 10","4, 5, 6, 7, 8, 9, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24",shrubs,cistus - rock roses,full sun,spring (late),"2'
– 5'
(60cm
– 150cm)","2'
– 3'
(60cm
– 90cm)",low,"chalk, clay, loam, sand",,well-drained,"showy, evergreen","deer, drought, dry soil, salt",banks and slopesbeds and bordersground coverswall-side borders,city and courtyardcoastal gardengravel and rock gardeninformal and cottagemediterranean garden,2,5,60,150,2,3,60,90,9,10
411,cistus creticus ssp. incanus pink rock rose,"9
– 10","4, 5, 6, 7, 8, 9, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24",shrubs,cistus - rock roses,full sun,spring (late),"2'
– 4'
(60cm
– 120cm)","2'
– 3'
(60cm
– 90cm)",low,"chalk, clay, loam, sand",,well-drained,"showy, evergreen","deer, drought, dry soil, salt",banks and slopesbeds and bordersground coverswall-side borders,city and courtyardcoastal gardengravel and rock gardeninformal and cottagemediterranean garden,2,4,60,120,2,3,60,90,9,10
412,cistus ladanifer crimsonspot rockrose,"7
– 10","4, 5, 6, 7, 8, 9, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24",shrubs,cistus - rock roses,full sun,"spring (mid,late)","3'
– 5'
(90cm
– 150cm)","3'
– 5'
(90cm
– 150cm)",low,"chalk, clay, loam, sand",,well-drained,"fragrant, showy, evergreen","deer, drought, dry soil",banks and slopesbeds and bordersground covers,city and courtyardcoastal gardengravel and rock gardeninformal and cottagemediterranean garden,3,5,90,150,3,5,90,150,7,10
413,cistus purpureus purpleflowered rock rose,"7
– 10","4, 5, 6, 7, 8, 9, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24",shrubs,cistus - rock roses,full sun,spring (late),"4'
– 6'
(120cm
– 180cm)","4'
– 6'
(120cm
– 180cm)",low,"chalk, clay, loam, sand",,well-drained,"plant of merit, showy, evergreen","deer, drought, dry soil, salt",banks and slopesbeds and bordersground coverswall-side borders,city and courtyardcoastal gardengravel and rock gardeninformal and cottagemediterranean garden,4,6,120,180,4,6,120,180,7,10
414,cistus salviifolius prostratus sageleaf rockrose,"8
– 10","4, 5, 6, 7, 8, 9, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24",shrubs,cistus - rock roses,full sun,spring (late),"1'
– 2'
(30cm
– 60cm)","6'
– 8'
(180cm
– 240cm)",low,"chalk, clay, loam, sand",,well-drained,"showy, evergreen","deer, drought, dry soil, salt",banks and slopesbeds and bordersground covers,city and courtyardcoastal gardengravel and rock gardeninformal and cottagemediterranean garden,1,2,30,60,6,8,180,240,8,10
415,cistus x florentinus florentine rockrose,"8
– 10","4, 5, 6, 7, 8, 9, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24",shrubs,cistus - rock roses,full sun,"spring (mid,late)","2'
– 3'
(60cm
– 90cm)","3'
– 5'
(90cm
– 150cm)",low,"chalk, clay, loam, sand",,well-drained,"showy, evergreen","deer, drought, rabbit, salt",banks and slopesground covers,city and courtyardcoastal gardeninformal and cottagemediterranean garden,2,3,60,90,3,5,90,150,8,10
416,cistus x pulverulentus sunset magenta rock rose,"8
– 10","4, 5, 6, 7, 8, 9, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24",shrubs,cistus - rock roses,full sun,spring (late),"2'
– 3'
(60cm
– 90cm)","6'
– 8'
(180cm
– 240cm)",low,"chalk, clay, loam, sand",,well-drained,"plant of merit, showy, evergreen","deer, drought, dry soil, salt",banks and slopesbeds and bordersground coverswall-side borders,city and courtyardcoastal gardengravel and rock gardeninformal and cottagemediterranean garden,2,3,60,90,6,8,180,240,8,10
418,citrus  aurantiifolia key lime,"10
– 11","7, 8, 9, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, h1, h2","fruit, shrubs, trees",citrus,full sun,"spring (early,mid,late)","6'
– 15'
(180cm
– 4.5m)","2'
– 4'
(60cm
– 120cm)",average,loam,,"moist but well-drained, well-drained","fragrant, showy, evergreen, fruit & berries",clay soil,patio and containers,informal and cottagemediterranean garden,6,15,180,450,2,4,60,120,10,11
420,citrus  latifolia persian lime,"9
– 11","7, 8, 9, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, h1, h2","fruit, shrubs, trees",citrus,full sun,"spring (early,mid,late)","15'
– 20'
(4.5m
– 6m)","15'
– 20'
(4.5m
– 6m)",average,loam,,"moist but well-drained, well-drained","fragrant, showy, evergreen, fruit & berries",clay soil,patio and containers,informal and cottagemediterranean garden,15,20,450,600,15,20,450,600,9,11
428,clematis  durandii integrifolia group,"5
– 11","1a, 1b, 2a, 2b, 3a, 3b, 4, 5, 6, 7, 8, 9, 10, 11, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, a1, a2, a3","perennials, shrubs",clematis,"full sun, partial sun","summer (early,mid,late)","6'
– 10'
(180cm
– 3m)","3'
– 6'
(90cm
– 180cm)",average,"chalk, clay, loam, sand",,moist but well-drained,"plant of merit, showy","deer, rabbit",beds and borderswall-side borders,city and courtyardinformal and cottagetraditional garden,6,10,180,300,3,6,90,180,5,11
429,cleome isomeris bladderpod,"8
– 11","8, 9, 12, 13, 14, 15, 16, 17, 19, 20, 21, 22, 23, 24",shrubs,cleome - spider flowers,full sun,"spring (early,mid,late)","2'
– 6'
(60cm
– 180cm)","2'
– 6'
(60cm
– 180cm)",low,"loam, sand",,well-drained,"showy, evergreen","deer, drought, salt",hedges and screens,gravel and rock gardeninformal and cottageprairie and meadow,2,6,60,180,2,6,60,180,8,11
430,clerodendrum bungei rose glory bower,"7
– 10","5, 6, 7, 8, 9, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24",shrubs,clerodendrum,"full sun, partial sun","summer (mid,late)","3'
– 6'
(90cm
– 180cm)","3'
– 6'
(90cm
– 180cm)",average,"chalk, loam, sand",,"moist but well-drained, well-drained","fragrant, showy, semi-evergreen","deer, drought",beds and borderswall-side borders,city and courtyardcoastal gardeninformal and cottage,3,6,90,180,3,6,90,180,7,10
433,clethra alnifolia caleb vanilla spice summersweet,"4
– 8","1a, 1b, 2a, 2b, 3a, 3b, 4, 5, 6, a2, a3",shrubs,clethra,"full sun, partial sun, shade","summer (mid,late)","3'
– 6'
(90cm
– 180cm)","3'
– 6'
(90cm
– 180cm)",average,"clay, loam, sand",,moist but well-drained,"fragrant, showy","clay soil, deer, salt, wet soil",beds and bordersponds and streamsrain gardens,coastal gardeninformal and cottageprairie and meadowtraditional garden,3,6,90,180,3,6,90,180,4,8
434,clethra alnifolia hummingbird summersweet,"3
– 9","1, 1a, 1b, 2, 2a, 2b, 3, 3a, 3b, 4, 5, 6, a2, a3",shrubs,clethra,"full sun, partial sun, shade","summer (mid,late)","2'
– 4'
(60cm
– 120cm)","3'
– 5'
(90cm
– 150cm)",average,"clay, loam, sand",,moist but well-drained,"fragrant, plant of merit, showy","clay soil, deer, salt, wet soil",beds and bordersponds and streamsrain gardens,coastal gardeninformal and cottageprairie and meadowtraditional garden,2,4,60,120,3,5,90,150,3,9
435,clethra alnifolia ruby spice summersweet,"3
– 9","1, 2, 3, 4, 5, 6, a2, a3",shrubs,clethra,"full sun, partial sun, shade","summer (mid,late)","4'
– 6'
(120cm
– 180cm)","3'
– 5'
(90cm
– 150cm)",average,"clay, loam, sand",,moist but well-drained,"fragrant, plant of merit, showy","clay soil, deer, salt, wet soil",beds and bordersponds and streamsrain gardens,coastal gardeninformal and cottageprairie and meadowtraditional garden,4,6,120,180,3,5,90,150,3,9
436,clethra alnifolia summersweet,"3
– 9","1, 1a, 1b, 2, 2a, 2b, 3, 3a, 3b, 4, 5, 6, a2, a3",shrubs,clethra,"full sun, partial sun, shade","summer (mid,late)","3'
– 8'
(90cm
– 240cm)","4'
– 6'
(120cm
– 180cm)",average,"clay, loam, sand",,moist but well-drained,"fragrant, showy","clay soil, deer, salt, wet soil",beds and bordersponds and streamsrain gardens,coastal gardeninformal and cottageprairie and meadowtraditional garden,3,8,90,240,4,6,120,180,3,9
445,cordyline pink passion cabbage tree,"8
– 12","5, 6, 7, 8, 9, 10, 11, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, h1, h2","shrubs, trees",cordyline,"full sun, partial sun","spring (early,mid,late)","2'
– 4'
(60cm
– 120cm)","2'
– 4'
(60cm
– 120cm)","low, average","chalk, clay, loam, sand",,"moist but well-drained, well-drained","fragrant, showy, evergreen","deer, drought, salt",beds and borderspatio and containers,city and courtyardcoastal gardeninformal and cottagemediterranean garden,2,4,60,120,2,4,60,120,8,12
447,cornus alba argenteomarginata tatarian dogwood,"3
– 7","1a, 1b, 2a, 2b, 3a, 3b, 4, 5, 6, 7, 8, 9, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, a2, a3",shrubs,cornus - dogwoods,"full sun, partial sun",spring (late),"4'
– 10'
(120cm
– 3m)","5'
– 8'
(150cm
– 240cm)",average,"clay, loam, sand",,"moist but well-drained, well-drained","plant of merit, showy, fruit & berries","deer, rabbit, dry soil, wet soil",banks and slopesbeds and bordershedges and screens,city and courtyardinformal and cottageprairie and meadowtraditional garden,4,10,120,300,5,8,150,240,3,7
448,cornus alba aurea tatarian dogwood,"3
– 7","1a, 1b, 2a, 2b, 3a, 3b, 4, 5, 6, 7, 8, 9, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, a2, a3",shrubs,cornus - dogwoods,"full sun, partial sun",spring (late),"5'
– 8'
(150cm
– 240cm)","5'
– 8'
(150cm
– 240cm)",average,"clay, loam, sand",,"moist but well-drained, well-drained","plant of merit, showy, fruit & berries","deer, rabbit, dry soil, wet soil",banks and slopesbeds and bordershedges and screens,informal and cottageprairie and meadowtraditional garden,5,8,150,240,5,8,150,240,3,7
449,cornus alba kesselringii tatarian dogwood,"2
– 7","1a, 1b, 2a, 2b, 3a, 3b, 4, 5, 6, 7, 8, 9, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, a2, a3",shrubs,cornus - dogwoods,"full sun, partial sun","spring (early,mid,late)","4'
– 6'
(120cm
– 180cm)","3'
– 6'
(90cm
– 180cm)",average,"chalk, clay, loam, sand",,"moist but well-drained, well-drained","plant of merit, showy","deer, rabbit, dry soil, wet soil",banks and slopesbeds and bordershedges and screens,city and courtyardcoastal gardeninformal and cottageprairie and meadowtraditional garden,4,6,120,180,3,6,90,180,2,7
450,cornus alba sibirica tatarian dogwood,"3
– 7","1a, 1b, 2a, 2b, 3a, 3b, 4, 5, 6, 7, 8, 9, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, a2, a3",shrubs,cornus - dogwoods,"full sun, partial sun",spring (late),"4'
– 7'
(120cm
– 210cm)","3'
– 5'
(90cm
– 150cm)",average,"chalk, clay, loam, sand",,"moist but well-drained, well-drained","plant of merit, showy, fruit & berries","deer, rabbit, dry soil, wet soil",banks and slopesbeds and bordershedges and screens,city and courtyardinformal and cottageprairie and meadowtraditional garden,4,7,120,210,3,5,90,150,3,7
451,cornus alba tatarian dogwood,"2
– 7","1a, 1b, 2a, 2b, 3a, 3b, 4, 5, 6, 7, 8, 9, 14,  15, 16, 17, 18, 19, 20, 21, 22, 23, 24, a2, a3",shrubs,cornus - dogwoods,"full sun, partial sun",spring (late),"8'
– 10'
(240cm
– 3m)","8'
– 10'
(240cm
– 3m)",average,"chalk, clay, loam, sand",,"moist but well-drained, well-drained",showy,"deer, rabbit, dry soil, wet soil",banks and slopesbeds and bordershedges and screens,city and courtyardinformal and cottageprairie and meadowtraditional garden,8,10,240,300,8,10,240,300,2,7
452,cornus alba baton rouge tatarian dogwood,"3
– 7","1a, 1b, 2a, 2b, 3a, 3b, 4, 5, 6, 7, 8, 9, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, a2, a3",shrubs,cornus - dogwoods,"full sun, partial sun",spring (late),"4'
– 5'
(120cm
– 150cm)","4'
– 5'
(120cm
– 150cm)",average,"clay, loam, sand",,"moist but well-drained, well-drained","showy, fruit & berries","deer, rabbit, dry soil, wet soil",banks and slopesbeds and bordershedges and screens,informal and cottagetraditional garden,4,5,120,150,4,5,120,150,3,7
453,cornus alba creme de mint tatarian dogwood,"3
– 7","1a, 1b, 2a, 2b, 3a, 3b, 4, 5, 6, 7, 8, 9, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, a2, a3",shrubs,cornus - dogwoods,"full sun, partial sun",spring (late),"4'
– 6'
(120cm
– 180cm)","4'
– 6'
(120cm
– 180cm)",average,"clay, loam, sand",,"moist but well-drained, well-drained","showy, fruit & berries","deer, rabbit, dry soil, wet soil",banks and slopesbeds and bordershedges and screens,informal and cottagetraditional garden,4,6,120,180,4,6,120,180,3,7
454,cornus alba ivory halo tatarian dogwood,"3
– 7","1a, 1b, 2a, 2b, 3a, 3b, 4, 5, 6, 7, 8, 9, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, a2, a3",shrubs,cornus - dogwoods,"full sun, partial sun",spring (late),"4'
– 6'
(120cm
– 180cm)","4'
– 6'
(120cm
– 180cm)",average,"clay, loam, sand",,"moist but well-drained, poorly drained, well-drained",showy,"deer, rabbit, rocky soil, wet soil",banks and slopesbeds and bordershedges and screens,city and courtyardinformal and cottageprairie and meadow,4,6,120,180,4,6,120,180,3,7
457,cornus capitata evergreen dogwood,"8
– 9","8, 9, 14, 15, 16, 17, 18, 19, 20","shrubs, trees",cornus - dogwoods,"full sun, partial sun","spring (early,mid,late)","20'
– 40'
(6m
– 12m)","20'
– 40'
(6m
– 12m)",average,"clay, loam, sand",,"moist but well-drained, well-drained","showy, evergreen, fruit & berries",deer,beds and borders,coastal gardeninformal and cottageprairie and meadow,20,40,600,1200,20,40,600,1200,8,9
458,cornus controversa variegata wedding cake tree,"6
– 9","4, 5, 6, 7, 8, 9, 14, 18, 19","shrubs, trees",cornus - dogwoods,"full sun, partial sun",spring (late),"35'
– 40'
(10.5m
– 12m)","35'
– 40'
(10.5m
– 12m)",average,"clay, loam, sand",,"moist but well-drained, well-drained","plant of merit, showy, fruit & berries",deer,beds and borderssmall gardens,informal and cottageprairie and meadowtraditional garden,35,40,1050,1200,35,40,1050,1200,6,9
465,cornus kousa miss satomi kousa dogwood,"5
– 8","2, 2a, 2b, 3, 3a, 3b, 4, 5, 6, 7, 8, 9, 14, 15, 16, 17",shrubs,cornus - dogwoods,"full sun, partial sun","spring (early,mid,late)","12'
– 15'
(3.6m
– 4.5m)","12'
– 15'
(3.6m
– 4.5m)",average,"clay, loam, sand",,"moist but well-drained, well-drained","plant of merit, showy, fruit & berries",deer,beds and borderspatio and containers,informal and cottageprairie and meadowtraditional garden,12,15,360,450,12,15,360,450,5,8
466,cornus kousa summer gold dogwood,"4
– 9","2, 2a, 2b, 3, 3a, 3b, 4, 5, 6, 7, 8, 9, 14, 15, 16, 17","shrubs, trees",cornus - dogwoods,"full sun, partial sun",spring (late),"7'
– 8'
(210cm
– 240cm)","3'
– 4'
(90cm
– 120cm)",average,"chalk, clay, loam, sand",,"moist but well-drained, well-drained",showy,deer,beds and bordershedges and screenspatio and containerssmall gardens,city and courtyardinformal and cottage,7,8,210,240,3,4,90,120,4,9
467,cornus kousa kousa dogwood,"5
– 8","2, 2a, 2b, 3, 3a, 3b, 4, 5, 6, 7, 8, 9, 14, 15, 16, 17","shrubs, trees",cornus - dogwoods,"full sun, partial sun","spring (early,mid,late)","15'
– 30'
(4.5m
– 9m)","15'
– 30'
(4.5m
– 9m)",average,"clay, loam, sand",,"moist but well-drained, well-drained","plant of merit, showy, fruit & berries",deer,beds and borders,informal and cottageprairie and meadowtraditional garden,15,30,450,900,15,30,450,900,5,8
470,cornus mas cornelian cherry,"5
– 8","1, 2, 3, 4, 5, 6","shrubs, trees",cornus - dogwoods,"full sun, partial sun",spring (early),"15'
– 25'
(4.5m
– 7.5m)","12'
– 20'
(3.6m
– 6m)",average,"chalk,  clay, loam, sand",,"moist but well-drained, well-drained","plant of merit, showy","clay soil, deer",beds and bordershedges and screens,informal and cottagetraditional garden,15,25,450,750,12,20,360,600,5,8
472,cornus sanguinea annys winter orange bloodtwig dogwood,"4
– 7","1, 1a, 1b, 2, 2a, 2b, 3, 3a, 3b, 4, 5, 6, 7",shrubs,cornus - dogwoods,"full sun, partial sun","spring (early,mid,late)","3'
– 4'
(90cm
– 120cm)","3'
– 4'
(90cm
– 120cm)",average,"chalk, clay, loam, sand",,"moist but well-drained, well-drained","plant of merit, showy",deer,beds and bordershedges and screens,city and courtyardcoastal gardeninformal and cottageprairie and meadowtraditional garden,3,4,90,120,3,4,90,120,4,7
